MJD,R.A. (mas),Dec. (mas),Err. R.A. (mas),Err. Dec. (mas),Corr.,Del.,RAcosDEC,BY,MJDtrunc,MJDReal
46214.25,-0.436202831652,-0.023900395263,0.4111,0.4095,0.634,28.0,-0.4360782517519899,1985.4067136853594,46214.0,46214
46219.276,-0.6754460008050001,-1.0624032086069999,0.4032,0.3963,0.52,23.0,-0.328789700164863,1985.420474417325,46219.0,46219
46224.258,-0.144690802883,0.716097594022,0.3442,0.3259,0.555,27.0,-0.10915086177685292,1985.4341146812833,46224.0,46224
46229.258,5.288234984848,1.4621975822139999,0.728,0.5529,0.618,25.0,0.5731675019302573,1985.447804227608,46229.0,46229
46234.24,1.15735103903,-0.227602794212,0.4099,0.3889,0.655,49.0,1.127503078283852,1985.4614444915662,46234.0,46234
46239.251,-3.076691527423,-2.628201605148,0.3741,0.344,0.501,35.0,2.6800569476749043,1985.4751641548928,46239.0,46239
46244.252,1.28767794295,0.8079983786049999,0.4173,0.3667,0.48200000000000004,30.0,0.8897169534098612,1985.488856439127,46244.0,46244
46249.248,0.253307724762,-0.6813000084090001,0.3143,0.2845,0.48700000000000004,32.0,0.19675794693571166,1985.5025350338149,46249.0,46249
46254.238,-1.07653283382,0.565696814192,0.3844,0.3952,0.575,29.0,-0.9088255001031663,1985.516197201047,46254.0,46254
46259.238,1.106161811926,-0.015703176359000003,0.3515,0.3032,0.49700000000000005,31.0,1.10602543064746,1985.5298867473718,46259.0,46259
46264.224,-0.095660718071,-0.170002789446,0.3534,0.3256,0.524,33.0,-0.09428170137735399,1985.5435379629669,46264.0,46264
46269.209,1.095695799531,1.5340968047889998,0.4407,0.3939,0.552,26.0,0.040202486202384105,1985.557186440653,46269.0,46269
46274.29,0.786851066488,-0.7612019942370001,0.3772,0.3663,0.527,31.0,0.5696860009062612,1985.5710977576282,46274.0,46274
46279.272000000004,-0.528475164607,-2.902600783727,0.3851,0.3548,0.504,32.0,0.5134543765150696,1985.5847380215862,46279.0,46279
46284.261,-1.125953042756,-1.3751027836410001,0.3799,0.35,0.489,29.0,-0.21893806429916965,1985.598397450909,46284.0,46284
46289.247,2.902193294104,1.627696786954,0.6154,0.5673,0.418,30.0,-0.1650470391549967,1985.6120486665043,46289.0,46289
46299.233,-0.862090079433,-1.005400793019,0.4088,0.3555,0.494,28.0,-0.46186461991364874,1985.6393894284242,46299.0,46299
46304.251,-0.170990389055,2.84489999558,0.4072,0.3656,0.622,32.0,0.16351958790772167,1985.653128257116,46304.0,46304
46309.23,1.4874271402169998,-3.620300424245,0.6514,0.67,0.528,17.0,-1.320226803942526,1985.666760307346,46309.0,46309
46314.237,-3.587504329599,0.018997207007,0.4034,0.4211,0.496,27.0,-3.5868569948997417,1985.6804690190359,46314.0,46314
46319.234000000004,2.73869937574,1.751097596525,0.4149,0.3675,0.632,41.0,-0.49111991557612455,1985.694150351633,46319.0,46319
46324.245,-0.871206612554,-2.539501178944,0.3884,0.3702,0.584,28.0,0.7180074346604786,1985.7078700149596,46324.0,46324
46329.242,-0.930042738875,-3.112102780278,0.3671,0.3633,0.638,34.0,0.9296383611259732,1985.7215513475567,46329.0,46329
46334.235,-2.389640233958,-3.2054004122979998,0.3624,0.3338,0.511,28.0,2.3847772576787833,1985.7352217285168,46334.0,46334
46339.231,-1.164787043756,-0.34240320019299997,0.3804,0.3452,0.509,31.0,-1.0971717472025295,1985.7489003232045,46339.0,46339
46344.246,1.5704332479190002,1.276797598848,0.4434,0.4035,0.6,29.0,0.45508279323041784,1985.7626309381683,46344.0,46344
46349.242999999995,2.381693950478,0.7975979940510001,0.3726,0.3317,0.574,32.0,1.6634412456664947,1985.7763122707654,46349.0,46349
46354.232,0.8449977253309999,-1.26610202642,0.3533,0.3309,0.513,29.0,0.2535006446905856,1985.7899717000882,46354.0,46354
46359.242999999995,-0.856152468811,0.08959678439200001,0.3505,0.336,0.526,32.0,-0.8527183492071996,1985.803691363415,46359.0,46359
46364.24,1.017847136023,-0.478702799001,0.3087,0.284,0.581,56.0,0.9034341932477208,1985.817372696012,46364.0,46364
46369.237,-1.605908360395,-0.49940278472599997,0.735,0.5982,0.504,31.0,-1.4097767258117602,1985.831054028609,46369.0,46369
46374.23,-0.9768237597470001,0.970599575112,0.8995,0.7802,0.207,31.0,-0.5517147957681237,1985.8447244095692,46374.0,46374
46379.240999999995,0.814979441314,-0.150202794202,0.3273,0.3045,0.48700000000000004,34.0,0.8058033860096634,1985.8584440728957,46379.0,46379
46384.245,1.0093610771969999,0.014198383269,0.4193,0.392,0.499,34.0,1.0092593382935462,1985.8721445708577,46384.0,46384
46389.295999999995,4.081584668814,1.073397601203,0.6406,0.5046,0.21100000000000002,59.0,1.947491741777307,1985.8859737505552,46389.0,46389
46394.231,2.249897412653,1.6803971846,0.6969,0.5441,0.38799999999999996,30.0,-0.2460972939758457,1985.8994853327777,46394.0,46394
