   DATE        X           sigma      Y         sigma 
48665.7670      7.467      2.177      7.837      2.279 
48667.3360      0.267      0.068     -0.068      0.096 
48669.8390     -0.048      0.241      0.057      0.217 
48671.2540     -0.041      0.134     -0.043      0.208 
48673.2580     -0.074      0.113     -0.278      0.133 
48674.3330      0.281      0.140      0.323      0.137 
48676.8350      0.253      0.099     -0.012      0.086 
48678.1690      0.108      0.105     -0.205      0.104 
48680.2490      0.109      0.091      0.081      0.104 
48683.8310      0.193      0.143     -0.150      0.142 
48685.3340      0.137      0.057      0.000      0.050 
48687.2500     -0.217      0.120      0.060      0.122 
48688.3320     -0.063      0.086     -0.048      0.098 
48690.8330      0.286      0.141      0.134      0.103 
48692.1660      0.229      0.129     -0.174      0.122 
48693.4980      0.264      0.311     -0.186      0.166 
48694.2530     -0.288      0.215      0.071      0.119 
48695.3360      0.258      0.158      0.051      0.156 
48697.8330      0.411      0.124      0.131      0.129 
48699.4970      0.027      0.265     -0.305      0.169 
48701.2520     -0.035      0.138     -0.256      0.130 
48702.3400      0.181      0.131      0.169      0.145 
48704.8350      0.312      0.119      0.066      0.139 
48708.2530      0.500      0.140      0.054      0.119 
48711.8330     -0.062      0.152      0.021      0.240 
48713.2560     -0.521      0.396     -0.009      0.283 
48715.2480      0.405      0.208     -0.122      0.198 
48718.8350      0.077      0.150     -0.065      0.185 
48720.4170      0.088      0.303      0.078      0.224 
48722.2490      0.230      0.207     -0.368      0.131 
48725.8360      0.110      0.267     -0.757      0.429 
48727.1670      0.049      0.087     -0.013      0.105 
48728.2490      0.016      0.135      0.066      0.101 
48732.8350      0.296      0.089     -0.154      0.128 
48734.3360     -0.141      0.077      0.023      0.061 
48736.2490     -0.150      0.152     -0.044      0.119 
48739.8350      0.126      0.116     -0.204      0.166 
48741.1690     -0.568      0.228     -0.372      0.233 
48743.2540      0.267      0.132     -0.084      0.093 
48746.8340      0.221      0.293     -0.522      0.494 
48748.1690     -0.105      0.097     -0.009      0.113 
48749.0760     -0.263      0.717      0.010      0.666 
48750.2510      0.166      0.141     -0.236      0.100 
48753.8340     -0.031      0.152     -0.174      0.209 
48755.0180      0.671      0.352      0.194      0.485 
48756.8630      0.417      0.239     -0.320      0.328 
48758.3380      0.372      0.300      0.404      0.356 
48759.4210     -0.123      0.255     -0.692      0.373 
48760.8310      0.198      0.098     -0.578      0.141 
48763.1690     -0.098      0.205      0.003      0.141 
48764.0610     -0.120      0.180      0.083      0.181 
48765.3310      0.051      0.119      0.052      0.087 
48766.3850     -1.253      1.139      2.042      0.589 
48767.8350      0.254      0.162      0.087      0.177 
48770.1730     -0.341      0.270     -0.032      0.214 
48771.2420     -0.050      0.148     -0.283      0.123 
48772.3350      0.293      0.152     -0.260      0.142 
48773.4230      0.385      0.213     -0.015      0.143 
48774.8350     -0.252      0.162      0.099      0.187 
48775.9150     -0.031      0.234     -0.158      0.162 
48776.9960     -0.183      0.225     -0.221      0.169 
48778.2500      0.196      0.242     -0.274      0.258 
48781.8350      0.652      0.180     -0.062      0.180 
48785.3000      0.485      1.288      0.009      1.051 
48786.3370      0.384      0.156      0.847      0.203 
48787.0450     -0.176      0.258     -0.033      0.274 
48788.8330      0.074      0.159     -0.368      0.150 
48790.1680     -0.761      0.183     -0.241      0.139 
48792.2510      0.041      0.245     -0.261      0.339 
48793.3350     -0.347      0.204     -0.853      0.277 
48794.4220     -0.259      0.286      0.175      0.188 
48795.8340      0.487      0.176      0.063      0.198 
48797.1690     -0.089      0.095      0.052      0.104 
48798.7960      2.732      1.378     -0.779      1.097 
48799.9170     -1.025      1.820     -0.864      1.724 
48801.7510      1.857      1.333     -0.215      0.908 
48802.8310      0.704      0.147     -0.279      0.132 
48804.4180      0.141      0.074     -0.260      0.071 
48805.5010     -0.329      0.188     -0.129      0.162 
48809.8360      0.617      0.170     -0.307      0.144 
48811.0000      0.456      0.353      0.254      0.506 
48812.0620     -0.007      0.083     -0.144      0.127 
48813.3290     -0.181      0.137     -0.159      0.160 
48816.8350      0.021      0.113     -0.005      0.092 
48819.1690     -0.147      0.087     -0.090      0.073 
48820.2510     -0.419      0.139     -0.446      0.175 
48821.3320     -0.183      0.124     -0.271      0.152 
48823.8430     -0.019      0.245     -0.060      0.257 
48825.3330      0.010      0.054     -0.244      0.051 
48826.3370     -0.009      0.058     -0.203      0.056 
48827.4210      0.071      0.218     -0.209      0.163 
48828.6680     -0.047      0.154     -0.414      0.188 
48829.7490      0.100      0.177     -0.004      0.159 
48830.8340      0.092      0.177     -0.341      0.144 
48831.8760      0.148      0.079     -0.350      0.090 
48833.1260      0.039      0.055     -0.252      0.062 
48834.2490     -0.161      0.126     -0.374      0.176 
48835.4160     -0.188      0.052      0.054      0.056 
48836.6680     -0.136      0.060     -0.121      0.069 
48837.8350      0.044      0.176     -0.062      0.134 
48838.8790      0.100      0.100      0.006      0.104 
48840.1260     -0.081      0.056     -0.302      0.067 
48841.2530     -0.105      0.096      0.086      0.133 
48842.4170     -0.088      0.046     -0.302      0.051 
48843.6670     -0.211      0.049     -0.090      0.055 
48844.8330      0.412      0.157      0.084      0.122 
48846.1640     -0.255      0.056     -0.179      0.070 
48847.2580     -0.121      0.167     -0.180      0.145 
48848.2500     -0.308      0.112     -0.320      0.145 
48851.8370     -0.242      0.144     -0.102      0.145 
48853.1650     -0.330      0.100     -0.271      0.084 
48855.2510     -0.117      0.135     -0.347      0.159 
48856.3330      0.116      0.376     -0.372      0.254 
48857.4230      0.492      0.339     -0.181      0.231 
48858.8360      0.279      0.201     -0.105      0.182 
48859.9210     -0.052      0.191     -0.621      0.304 
48861.0020      0.130      0.187      0.028      0.188 
48862.2540     -0.278      0.158     -0.211      0.176 
48863.3340      0.034      0.179      0.581      0.179 
48864.4230     -0.096      0.156     -0.186      0.190 
48865.3060     -0.169      0.425      0.463      0.312 
48865.8350     -0.203      0.110     -0.232      0.105 
48867.4170     -0.204      0.075     -0.259      0.077 
48869.2510     -0.089      0.154     -0.324      0.152 
48872.8340      0.229      0.135     -0.711      0.146 
48874.4190     -0.319      0.383     -0.473      0.273 
48876.2450     -0.263      0.200     -0.272      0.230 
48879.8330     -0.200      0.111     -0.205      0.128 
48881.2650      0.123      0.260     -0.176      0.253 
48882.4320      0.105      0.229      0.013      0.237 
48886.8330     -0.172      0.114     -0.198      0.134 
48888.1700     -0.151      0.093     -0.162      0.088 
48889.9180     -0.158      0.203     -0.054      0.215 
48893.8360     -0.369      0.133     -0.015      0.159 
48896.9160     -0.196      0.155      0.045      0.183 
48900.8320     -0.244      0.120     -0.212      0.129 
48903.9140     -0.630      0.198     -0.583      0.213 
48907.8350     -0.373      0.130     -0.095      0.155 
48909.2510     -0.038      0.052     -0.160      0.045 
48910.9170     -0.145      0.116     -0.204      0.129 
48914.8330     -0.198      0.098     -0.028      0.120 
48916.2510     -0.052      0.222      0.495      0.241 
48917.9210     -0.018      0.105     -0.245      0.120 
48919.4170     -0.430      0.328     -0.158      0.408 
48921.8320      0.069      0.130      0.179      0.147 
48924.9170     -0.123      0.110     -0.284      0.125 
48926.3360     -0.047      0.100     -0.322      0.115 
